VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,gate 15 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,3.2807398466394088e-06,-3.2797584696428e-06,8.860767527787226e-05,4.501691140673414e-05,3.278874813635284e-06,-3.2788177703389963e-06,1.5603664994128775e-09,1.711864874061351e-09,21,15,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,5.704329628781923e-11,2.316295525086357e-09,6.55769258397428e-06,2.316295525086357e-09,8.698684111423874e-06,0.00035321807106886415
-0.045,3.364680272321947e-06,-3.3338090537983903e-06,9.373406981410385e-05,5.052670059142104e-05,3.3643258316288363e-06,-3.33265668571268e-06,1.4685026822365287e-09,1.6494999712322987e-09,23,15,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,3.166914591615617e-08,2.2084723867033598e-09,6.6969825173415165e-06,2.2084723867033598e-09,0.004728867939277194,0.00032977495073165716
-0.04,3.431133147612382e-06,-3.385218813324917e-06,9.74981526904062e-05,5.434273685743397e-05,3.430550903049664e-06,-3.384083580953544e-06,2.638409288240462e-09,1.989402910720812e-09,23,17,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,4.646732209612018e-08,3.304380049791183e-09,6.814634484003209e-06,3.304380049791183e-09,0.006818754873089434,0.000484905958774614
-0.035,3.4853708779488474e-06,-3.434876408183845e-06,0.000101525116583,5.800483340079286e-05,3.4837567212949145e-06,-3.4324338085535345e-06,3.9159152362438445e-09,1.1582598136140303e-09,23,17,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,5.132291274137992e-08,4.0836206892021566e-09,6.916190529848449e-06,4.0836206892021566e-09,0.007420690988758017,0.0005904598934478938
-0.03,3.5255168474660915e-06,-3.475020908675367e-06,0.0001068956761036,6.231702600130012e-05,3.525923628876908e-06,-3.473279815363292e-06,4.20446538448568e-09,1.786465952119147e-09,21,17,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,5.264381351361594e-08,4.568258942684761e-09,6.9992034442402e-06,4.568258942684761e-09,0.007521400675520827,0.0006527011528968088
-0.025,3.557294343782146e-06,-3.512025070895776e-06,0.0001118776934224,6.675653547764275e-05,3.5588002417294093e-06,-3.511778042972749e-06,3.1218918999679704e-09,1.689087040951374e-09,21,19,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,4.702219875666045e-08,3.5495385709970096e-09,7.070578284702158e-06,3.5495385709970096e-09,0.006650403526172289,0.0005020264144545382
-0.02,3.580998240592804e-06,-3.5409532902084627e-06,0.0001198487004573,7.399380198751315e-05,3.579948176049296e-06,-3.541130381439836e-06,2.0721146509751355e-09,1.6858836809971547e-09,19,19,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,3.881779460946002e-08,2.6713035979907493e-09,7.121078557489132e-06,2.6713035979907493e-09,0.005451111695522011,0.0003751318377565792
-0.015,3.594528635643649e-06,-3.565973827574656e-06,0.0001225463228977,7.662092953791431e-05,3.5964293480048448e-06,-3.56388521544002e-06,3.1059239744930603e-09,1.929459829607995e-09,19,21,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,3.254413256482455e-08,3.656443486422521e-09,7.1603145634448645e-06,3.656443486422521e-09,0.004545070230708887,0.0005106593042272326
-0.01,3.5999161775791107e-06,-3.5766557232314835e-06,0.000121854327011,7.562252947229639e-05,3.5992444642039458e-06,-3.5765837721334253e-06,1.691453465357322e-09,1.259373339120426e-09,19,21,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,2.266069207052051e-08,2.1087996663402204e-09,7.175828236337371e-06,2.1087996663402204e-09,0.0031579200789352783,0.00029387690337885104
-0.005,3.6010805663609205e-06,-3.589645179448464e-06,0.0001182326061542,7.317074780732384e-05,3.6014008707739576e-06,-3.589692153978813e-06,1.665716070216743e-09,1.805328949950459e-09,19,19,-3.25,2024/01/Data_0117/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-245.hdf5,1.1708716795144653e-08,2.4563840587553765e-09,7.191093024752771e-06,2.4563840587553765e-09,0.0016282249102941063,0.00034158747583683903
