VectorMagnet - Field Y,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate 21 - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.06,-2.4170912058318523e-06,2.3537264149142017e-06,-6.134042085886739e-05,-7.398870089181683e-05,-2.416739825765626e-06,2.3533656690401448e-06,9.292978335739584e-10,1.2890215247683735e-09,35,39,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-6.337415672548113e-08,1.5890786496587998e-09,4.770105494805771e-06,1.5890786496587998e-09,-0.013285692904379172,0.000333162209734825
-0.055,-2.457013331923457e-06,2.4173741173269763e-06,-7.1497953898261e-05,-8.475941691910577e-05,-2.455493475181337e-06,2.416163849195512e-06,9.157315582170977e-10,1.380380078695407e-09,37,41,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-3.9329625985824787e-08,1.656506398530912e-09,4.871657324376849e-06,1.656506398530912e-09,-0.008073151161315637,0.0003400404152816729
-0.05,-2.493594360019745e-06,2.472711605932641e-06,-7.935672678725343e-05,-9.269911143015872e-05,-2.492780994111706e-06,2.472633877071427e-06,1.4980220349244596e-09,1.0953898522712163e-09,39,43,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-2.0147117040278696e-08,1.8557879581401471e-09,4.965414871183133e-06,1.8557879581401471e-09,-0.00405748916514566,0.0003737458565584557
-0.045,-2.5284689355569293e-06,2.5202920344375424e-06,-8.514179275016285e-05,-9.901505640949569e-05,-2.52773662346746e-06,2.5208883198082337e-06,1.385158103870234e-09,1.273735831794643e-09,41,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-6.848303659226337e-09,1.881772021769633e-09,5.048624943275694e-06,1.881772021769633e-09,-0.001356469085378911,0.0003727299560077901
-0.04,-2.562799041369807e-06,2.5619919124757908e-06,-8.611358310934113e-05,-9.97630422361476e-05,-2.561018344850474e-06,2.5618936208423075e-06,9.538930933335395e-10,1.4960277766454707e-09,43,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,8.75275991833287e-10,1.7742635491956145e-09,5.122911965692781e-06,1.7742635491956145e-09,0.00017085516942216705,0.000346338876594842
-0.035,-2.5927558832140818e-06,2.5984306256694563e-06,-8.606937613294505e-05,-0.0001000170036269,-2.591952606226728e-06,2.5966450294270965e-06,1.079335009082602e-09,1.3404077189299444e-09,43,47,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,4.692423200368475e-09,1.720946517123155e-09,5.1885976356538245e-06,1.720946517123155e-09,0.0009043721502172667,0.00033167868116598567
-0.03,-2.620923684071152e-06,2.624939718716105e-06,-8.519518749049007e-05,-9.912347769600097e-05,-2.6201977085565795e-06,2.6242004471686767e-06,1.0345035874799227e-09,1.577521828546494e-09,41,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,4.002738612097204e-09,1.886470988923366e-09,5.244398155725256e-06,1.886470988923366e-09,0.0007632407939369469,0.0003597117309510448
-0.025,-2.6432534429967274e-06,2.645906251388546e-06,-8.884244606364659e-05,-0.0001031149355474,-2.644012151219772e-06,2.6459181819144857e-06,1.4266289817767942e-09,1.442788658169031e-09,43,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,1.906030694713547e-09,2.029016846600019e-09,5.289930333134258e-06,2.029016846600019e-09,0.00036031300502670954,0.0003835621360833417
-0.02,-2.663550052949468e-06,2.661428744477106e-06,-8.701634417912396e-05,-0.0001013388224407,-2.6632911513059205e-06,2.660084387389057e-06,1.2114782677566572e-09,1.1731195515417667e-09,43,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-3.2067639168635055e-09,1.686383430734608e-09,5.3233755386949775e-06,1.686383430734608e-09,-0.0006023929541611189,0.00031678842201749027
-0.015,-2.678972072166775e-06,2.667839095386024e-06,-9.289122933279576e-05,-0.0001069110615775,-2.679326108498532e-06,2.6695945805660523e-06,1.2443337170630094e-09,1.3790423985906046e-09,45,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-9.731527932479727e-09,1.8574510320679717e-09,5.348920689064584e-06,1.8574510320679717e-09,-0.0018193442188019376,0.0003472577392962147
-0.01,-2.6901187782385364e-06,2.6726515833573662e-06,-9.350773612200966e-05,-0.0001074583914217,-2.6905923633268154e-06,2.674969937450808e-06,1.157320315210057e-09,1.5489337593787443e-09,45,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-1.562242587600723e-08,1.933542371643579e-09,5.365562300777624e-06,1.933542371643579e-09,-0.002911610191115122,0.0003603630820060522
-0.005,-2.7014526654490723e-06,2.6781490852846347e-06,-9.791237880599674e-05,-0.000111656046395,-2.701929330795234e-06,2.678985949984978e-06,1.1671639178213235e-09,1.3931248890314661e-09,45,43,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-2.2943380810256098e-08,1.817434611616868e-09,5.380915280780212e-06,1.817434611616868e-09,-0.004263843530896364,0.00033775873387984645
0.0,-2.70721139591994e-06,2.6779468141074195e-06,-9.93064573928182e-05,-0.0001126702721267,-2.7068110298462843e-06,2.677739067029668e-06,1.1770494777604384e-09,1.5095080494710795e-09,45,43,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-2.9071962816616423e-08,1.9141734572692476e-09,5.384550096875952e-06,1.9141734572692476e-09,-0.005399144272700445,0.0003554988480803572
0.005,-2.711339445233901e-06,2.673290224144633e-06,-9.804229105213508e-05,-0.0001110643324975,-2.7097764419105357e-06,2.675182607200482e-06,1.546969657291159e-09,1.4440367002296895e-09,45,43,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-3.459383471005367e-08,2.116212917499035e-09,5.384959049111017e-06,2.116212917499035e-09,-0.006424159291566875,0.00039299399783991227
0.01,-2.711057417715101e-06,2.66871122879276e-06,-9.227441243601788e-05,-0.0001047511223384,-2.7106802775677896e-06,2.669919824030216e-06,1.4996135317962107e-09,1.4239188111661322e-09,43,45,-4.7,2023/12/Data_1228/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-069.hdf5,-4.076045353757338e-08,2.0679423409609554e-09,5.380600101598006e-06,2.0679423409609554e-09,-0.007575447490600123,0.00038434405790861297
