field,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err,parent_csv
-0.05,-3.940103023739642e-06,3.7502583784504944e-06,0.000125315869797,0.0001274710707311,-3.938686899000374e-06,3.7526328754807054e-06,2.022783125641375e-09,2.5150130137741207e-09,17,17,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-1.8605402351966825e-07,3.2275287811005926e-09,7.69131977448108e-06,3.2275287811005926e-09,-0.0241901297794137,0.0004197553933354,diode-lowfield_-1.0V/data.csv
-0.045,-3.974708587093109e-06,3.819131637591271e-06,0.0001154847124709,0.0001176735785958,-3.975492246833412e-06,3.815484480101732e-06,3.128663642298087e-09,2.5130082717719e-09,19,17,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-1.6000776673168038e-07,4.012947390713206e-09,7.790976726935144e-06,4.012947390713206e-09,-0.0205375747277613,0.0005151849064209,diode-lowfield_-1.0V/data.csv
-0.04,-4.010442125213926e-06,3.869630021343228e-06,0.000107265462265,0.0001092423927845,-4.006494662316729e-06,3.869995140748118e-06,2.4403658475162747e-09,2.545156947788324e-09,19,19,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-1.3649952156861125e-07,3.5260756314348962e-09,7.876489803064847e-06,3.5260756314348962e-09,-0.0173299940686138,0.0004477381639164,diode-lowfield_-1.0V/data.csv
-0.035,-4.032803827851898e-06,3.919716504546844e-06,0.0001003654576729,0.000102670812228,-4.035528312710073e-06,3.916483921462202e-06,3.143119515131386e-09,2.6631509391630147e-09,21,21,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-1.1904439124787049e-07,4.119656928818783e-09,7.952012234172274e-06,4.119656928818783e-09,-0.0149703481008617,0.000518122760945,diode-lowfield_-1.0V/data.csv
-0.03,-4.06096004194302e-06,3.960018921266839e-06,9.482414683786134e-05,9.669210890926696e-05,-4.059864746329827e-06,3.9567400027009865e-06,2.343398153663454e-09,2.387076289467368e-09,21,21,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-1.0312474362884021e-07,3.345093140456717e-09,8.016604749030813e-06,3.345093140456717e-09,-0.012863892739792,0.0004173050819273,diode-lowfield_-1.0V/data.csv
-0.025,-4.08094304444178e-06,3.990382971912346e-06,8.803715790948658e-05,9.01201554417334e-05,-4.080216061599057e-06,3.992447793430136e-06,3.075332821971312e-09,2.522701242803657e-09,23,23,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-8.776826816892116e-08,3.977649246268095e-09,8.072663855029193e-06,3.977649246268095e-09,-0.0108722807917045,0.0004927598129606,diode-lowfield_-1.0V/data.csv
-0.02,-4.0912381944508114e-06,4.020549135885387e-06,8.321917522038715e-05,8.506035806974782e-05,-4.094227676529745e-06,4.020767943334884e-06,2.7765034697858e-09,1.557587693127583e-09,23,23,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-7.345973319486138e-08,3.183559476358985e-09,8.114995619864629e-06,3.183559476358985e-09,-0.0090523441583923,0.0003923218275288,diode-lowfield_-1.0V/data.csv
-0.015,-4.101201434051834e-06,4.040862480724272e-06,8.118012614841816e-05,8.314271177143577e-05,-4.100958036193777e-06,4.042032440660292e-06,2.901561953590979e-09,2.6718084573451844e-09,23,23,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-5.89255955334844e-08,3.944315175447818e-09,8.14299047685407e-06,3.944315175447818e-09,-0.0072363581537982,0.0004843943336421,diode-lowfield_-1.0V/data.csv
-0.01,-4.101534297297961e-06,4.060869311842247e-06,7.764980514438819e-05,7.93811851175776e-05,-4.103962666822684e-06,4.062156647013199e-06,2.4134820306257782e-09,2.1511597263995182e-09,23,23,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-4.180601980948492e-08,3.233014642811996e-09,8.166119313835883e-06,3.233014642811996e-09,-0.0051194475861567,0.0003959110668004,diode-lowfield_-1.0V/data.csv
-0.005,-4.102205425553711e-06,4.081526002731279e-06,7.144977347810044e-05,7.392251678230423e-05,-4.1070578885113705e-06,4.082269468867325e-06,2.9908037716234558e-09,2.91174446753081e-09,23,21,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-2.4788419644045503e-08,4.174106256979255e-09,8.189327357378695e-06,4.174106256979255e-09,-0.0030269176651866,0.0005097030802214,diode-lowfield_-1.0V/data.csv
0.0,-4.101409093478816e-06,4.093185701113382e-06,7.062161510836477e-05,7.280800603931127e-05,-4.099972244690048e-06,4.093789882960577e-06,2.8996833497909982e-09,3.543792066030228e-09,21,21,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,-6.1823617294714525e-09,4.578932816313637e-09,8.193762127650625e-06,4.578932816313637e-09,-0.0007545205283185,0.0005588317122677,diode-lowfield_-1.0V/data.csv
0.005,-4.091265514829003e-06,4.10159068740637e-06,7.529600820277634e-05,7.696333338181822e-05,-4.089404421360741e-06,4.101985118324088e-06,2.2118768320543136e-09,3.303315811814192e-09,23,23,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,1.2580696963346621e-08,3.975461542105555e-09,8.191389539684829e-06,3.975461542105555e-09,0.001535844059472,0.0004853225709186,diode-lowfield_-1.0V/data.csv
0.01,-4.071445745960606e-06,4.111434870369158e-06,7.309706112739305e-05,7.544801276627559e-05,-4.074171733300002e-06,4.107307362908444e-06,2.5535542594711434e-09,3.184506758697422e-09,21,21,-1.0,2024/01/Data_0120/JS633-W2_Wsc@v3.1_Wsc=0.9um-ENE_WFS06-292.hdf5,3.3135629608442524e-08,4.081877344097049e-09,8.181479096208447e-06,4.081877344097049e-09,0.0040500781360913,0.0004989208887228,diode-lowfield_-1.0V/data.csv
