in-plane magnitude,ic-,ic+,center-,center+,ic- from fit,ic+ from fit,rmse-,rmse+,#points in -fit,#points in +fit,gate - Source voltage,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.05,-3.535740832585649e-06,3.4804667848754888e-06,-5.750902808526861e-05,-1.3549275113984132e-05,-3.5361006652888472e-06,3.481299579641108e-06,1.772922632870771e-09,1.4525287885300444e-09,19,21,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-5.4801085647739124e-08,2.2919630327852115e-09,7.017400244929955e-06,2.2919630327852115e-09,-0.007809314523185805,0.0003266213754173716
-0.045,-3.596376438713576e-06,3.557700009004058e-06,-5.281947409958327e-05,-9.045973565996632e-06,-3.596747890598472e-06,3.558364100091176e-06,1.826426008015613e-09,1.947805763048079e-09,19,21,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-3.838379050729628e-08,2.6701646491029644e-09,7.1551119906896474e-06,2.6701646491029644e-09,-0.00536452686655945,0.0003731881588294435
-0.04,-3.645399384625128e-06,3.6217981927520776e-06,-5.004058488812836e-05,-5.194118487766199e-06,-3.6451675294694342e-06,3.6228016343985286e-06,1.6203362619705466e-09,1.150402779114525e-09,19,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-2.2365895070905597e-08,1.987188002190811e-09,7.267969163867963e-06,1.987188002190811e-09,-0.0030773238805271185,0.00027341852539849196
-0.035,-3.692938847545028e-06,3.675906394444179e-06,-4.7054107886585584e-05,-2.150894518165656e-06,-3.6909929805478976e-06,3.675679243252136e-06,1.8285817658723875e-09,9.609116611704592e-10,21,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-1.5313737295761723e-08,2.065686930552244e-09,7.3666722238000335e-06,2.065686930552244e-09,-0.0020787863000455674,0.00028041038491631495
-0.03,-3.730961465142551e-06,3.722755846035366e-06,-4.446561447123e-05,3.518122756549364e-07,-3.730799868590839e-06,3.7222727852766615e-06,1.8203181468877787e-09,1.3211548584446484e-09,21,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-8.527083314177322e-09,2.2492239363569063e-09,7.4530726538675e-06,2.2492239363569063e-09,-0.0011441030713356193,0.00030178498357649394
-0.025,-3.7665256710901606e-06,3.7580285964298313e-06,-4.535548083146782e-05,-2.0700650511719937e-07,-3.7660852556502873e-06,3.758655066846126e-06,1.6204774214437876e-09,9.393585056092984e-10,21,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-7.43018880416117e-09,1.873056719768422e-09,7.5247403224964135e-06,1.873056719768422e-09,-0.0009874345805592033,0.00024891990323026554
-0.02,-3.793228591876443e-06,3.785805578226529e-06,-4.592937383835333e-05,-8.833893639200642e-07,-3.792842470967338e-06,3.7871172126124894e-06,1.372707569391606e-09,1.4679498789093464e-09,21,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-5.725258354848508e-09,2.0097768328983633e-09,7.579959683579827e-06,2.0097768328983633e-09,-0.000755315145969828,0.0002651435482621102
-0.015,-3.81086250052205e-06,3.805347298723173e-06,-4.363631083933533e-05,1.7288434168811e-06,-3.811575986373743e-06,3.8054352240175614e-06,1.0795863906242098e-09,1.2396941432681483e-09,21,17,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-6.140762356181681e-09,1.6438820954297049e-09,7.6170112103913045e-06,1.6438820954297049e-09,-0.0008061905367559798,0.00021581727848870365
-0.01,-3.824923046716951e-06,3.817991636489125e-06,-4.65030621861344e-05,-7.195831947986977e-07,-3.823205592366329e-06,3.818025446408626e-06,1.7749021156505887e-09,1.417436189301641e-09,21,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-5.180145957702719e-09,2.271431898799278e-09,7.641231038774955e-06,2.271431898799278e-09,-0.0006779203418161797,0.0002972600107522932
-0.005,-3.827997959586929e-06,3.8278410130789295e-06,-4.251488595599827e-05,2.5887056021651846e-06,-3.828220201546666e-06,3.8264288102482726e-06,1.701092068448991e-09,1.3581161542789198e-09,21,17,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,-1.7913912983931189e-09,2.1767392388279835e-09,7.654649011794937e-06,2.1767392388279835e-09,-0.00023402657595832153,0.00028436827019529974
0.0,-3.830351058954387e-06,3.830436678749335e-06,-4.869267814963908e-05,-2.844892925978573e-06,-3.830282267987055e-06,3.8304915040021655e-06,1.1908097879310123e-09,1.330897775311809e-09,19,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,2.0923601511070502e-10,1.7858658514463578e-09,7.66077377198922e-06,1.7858658514463578e-09,2.7312647695687552e-05,0.00023311820780327588
0.005,-3.825601958965592e-06,3.830212079540128e-06,-4.864703164783266e-05,-3.530059623689516e-06,-3.8247936401642405e-06,3.8309264335498e-06,2.9177637749068243e-09,1.565085715396416e-09,21,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,6.132793385559746e-09,3.3110177804863016e-09,7.655720073714042e-06,3.3110177804863016e-09,0.0008010733577650947,0.00043248953866864277
0.01,-3.817685640814669e-06,3.823160019482739e-06,-5.301979049875265e-05,-7.581512130645365e-06,-3.817590800204597e-06,3.8237303898879535e-06,1.2061743422064663e-09,1.362221084438531e-09,19,19,-2.2,2024/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS07-149.hdf5,6.139589683356713e-09,1.8194787238893696e-09,7.64132119009255e-06,1.8194787238893696e-09,0.000803472270124841,0.00023811056568943609
